,0
598,True
599,True
600,True
601,True
602,True
603,True
604,True
605,False
606,False
607,True
608,True
609,True
610,True
611,True
612,True
613,True
614,True
615,True
616,True
617,True
618,True
619,True
620,True
621,True
622,True
623,True
624,True
625,True
626,True
627,True
628,False
629,False
630,True
631,True
632,False
633,True
634,True
635,False
636,True
637,True
638,False
639,False
640,False
641,False
642,True
643,True
644,True
645,True
646,True
647,True
648,False
649,True
650,True
651,True
652,True
653,False
654,True
655,True
656,False
657,True
658,True
659,True
660,True
661,False
662,True
663,True
664,True
665,True
666,True
667,False
668,False
669,True
670,True
671,True
672,False
673,False
674,True
675,True
676,True
677,True
678,True
679,True
680,True
681,True
682,True
683,True
684,True
685,True
686,False
687,True
688,True
689,False
690,True
691,True
692,True
693,True
694,False
695,True
696,True
697,False
698,False
699,True
700,True
701,True
702,True
703,True
704,True
705,True
706,True
707,True
708,True
709,True
710,False
711,True
712,True
713,True
714,False
715,True
716,True
717,True
718,True
719,False
720,True
721,True
722,True
723,True
724,True
725,True
726,True
727,True
728,False
729,True
730,True
731,True
732,True
733,True
734,True
735,True
736,True
737,True
738,True
739,True
740,True
741,True
742,True
743,True
744,False
745,True
746,True
747,True
748,False
749,True
750,True
751,False
752,True
753,True
754,True
755,True
756,False
757,False
758,True
759,False
760,True
761,False
762,False
763,True
764,False
765,True
766,True
767,True
768,False
769,True
770,True
771,True
772,False
773,True
774,True
775,True
776,True
777,False
778,True
779,True
780,True
781,True
782,True
783,False
784,False
785,True
786,True
787,True
788,True
789,False
790,False
791,True
792,True
793,False
794,True
795,True
796,True
797,True
798,True
799,True
800,True
801,True
802,True
803,True
804,True
805,True
806,True
807,True
808,True
809,True
810,True
811,True
812,True
813,True
814,True
815,False
816,True
817,True
818,False
819,True
820,True
821,True
822,True
823,True
824,True
825,True
826,True
827,True
828,True
829,True
830,True
831,True
832,True
833,False
834,True
835,True
836,False
837,True
838,True
839,True
840,True
841,False
842,True
843,False
844,True
845,True
846,True
847,True
848,True
849,True
850,True
851,False
852,True
853,True
854,True
855,True
856,True
857,False
858,True
859,True
860,True
861,True
862,False
863,False
864,True
865,False
866,True
867,True
868,False
869,True
870,True
871,True
872,True
873,True
874,True
875,False
876,True
877,True
878,True
879,True
880,True
881,True
882,True
883,False
884,True
885,False
886,True
887,False
888,False
889,True
890,False
891,False
892,True
893,False
894,True
895,True
896,True
897,True
898,True
899,True
900,False
901,True
902,True
903,True
904,True
905,True
906,True
907,False
908,False
909,False
910,False
911,True
912,False
913,True
914,False
915,True
916,True
917,True
918,True
919,True
920,True
921,True
922,True
923,False
924,False
925,True
926,True
927,True
928,True
929,True
930,True
931,False
932,True
933,True
934,False
935,False
936,True
937,True
938,True
939,True
940,True
941,True
942,True
943,False
944,True
945,True
946,True
947,True
948,False
949,True
950,True
951,True
952,False
953,True
954,True
955,True
956,True
957,True
958,False
959,True
960,False
961,True
962,False
963,False
964,True
965,True
966,True
967,True
968,True
969,True
970,True
971,True
972,True
973,True
974,True
975,True
976,True
977,False
978,True
979,True
980,True
981,True
982,False
983,False
984,True
985,False
986,True
987,True
988,True
989,True
990,True
991,True
992,True
993,True
994,True
995,True
996,True
997,True
998,True
999,False
1000,True
1001,True
1002,True
1003,True
1004,True
1005,True
1006,True
1007,True
1008,True
1009,True
1010,True
1011,True
1012,True
1013,False
1014,True
1015,True
1016,True
1017,True
1018,True
1019,True
1020,True
1021,True
1022,True
1023,True
1024,True
1025,False
1026,True
1027,True
1028,True
1029,True
1030,True
1031,True
1032,True
1033,True
1034,True
1035,True
1036,False
1037,True
1038,True
1039,True
1040,False
1041,False
1042,True
1043,True
1044,True
1045,True
1046,True
1047,True
1048,True
1049,True
1050,True
1051,True
1052,True
1053,False
1054,True
1055,True
1056,True
1057,True
1058,True
1059,True
1060,False
1061,True
1062,True
1063,False
1064,False
1065,True
1066,True
1067,True
1068,False
1069,True
1070,True
1071,True
1072,True
1073,True
1074,True
1075,True
1076,True
1077,True
1078,True
1079,True
1080,False
1081,False
1082,True
1083,True
1084,True
1085,True
1086,True
1087,False
1088,True
1089,False
1090,True
1091,True
1092,True
1093,False
1094,True
1095,True
1096,True
1097,True
1098,True
1099,True
1100,True
1101,True
1102,True
1103,True
1104,False
1105,True
1106,False
1107,True
1108,True
1109,True
1110,True
1111,True
1112,False
1113,False
1114,False
1115,True
1116,True
1117,True
1118,True
1119,True
1120,True
1121,True
1122,False
1123,True
1124,False
1125,True
1126,True
1127,True
1128,True
1129,True
1130,False
1131,True
1132,False
1133,True
1134,True
1135,False
1136,True
1137,False
1138,True
1139,False
1140,True
1141,False
1142,True
1143,True
1144,True
1145,True
1146,False
1147,False
1148,True
1149,False
1150,False
1151,False
1152,True
1153,False
1154,True
1155,True
1156,True
1157,True
1158,True
1159,True
1160,False
1161,True
1162,True
1163,True
1164,True
1165,True
1166,True
1167,True
1168,True
1169,False
1170,False
1171,True
1172,False
1173,True
1174,False
1175,False
1176,True
1177,True
1178,True
1179,False
1180,True
1181,False
1182,True
1183,True
1184,False
1185,True
1186,False
1187,True
1188,False
1189,True
1190,False
1191,True
1192,True
1193,False
1194,True
1195,True
1196,False
1197,True
1198,False
1199,True
1200,True
1201,True
1202,False
1203,True
1204,True
1205,True
1206,True
1207,True
1208,True
1209,True
1210,True
1211,True
1212,False
1213,True
1214,True
1215,True
1216,True
1217,True
1218,True
1219,True
1220,True
1221,True
1222,True
1223,True
1224,True
1225,False
1226,True
1227,True
1228,True
1229,False
1230,True
1231,True
1232,True
1233,True
1234,True
1235,False
1236,False
1237,True
1238,True
1239,False
1240,True
1241,True
1242,True
1243,False
1244,True
1245,True
1246,True
1247,False
1248,True
1249,True
1250,False
1251,True
1252,False
1253,True
1254,False
1255,False
1256,True
1257,True
1258,True
1259,True
1260,True
1261,True
1262,True
1263,False
1264,True
1265,True
1266,False
1267,True
1268,True
1269,True
1270,True
1271,True
1272,True
1273,True
1274,True
1275,True
1276,True
1277,True
1278,True
1279,True
1280,True
1281,False
1282,True
1283,False
1284,True
1285,True
1286,True
1287,True
1288,False
1289,True
1290,True
1291,True
1292,True
1293,True
1294,True
1295,True
1296,True
1297,True
1298,True
1299,True
1300,False
1301,True
1302,True
1303,True
1304,True
1305,True
1306,False
1307,False
1308,False
1309,True
1310,True
1311,False
1312,False
1313,True
1314,True
1315,True
1316,False
1317,True
1318,True
1319,False
1320,True
1321,True
1322,True
1323,True
1324,True
1325,False
1326,False
1327,True
1328,False
1329,True
1330,True
1331,True
1332,True
1333,True
1334,True
1335,True
1336,True
1337,True
1338,True
1339,True
1340,True
1341,True
1342,True
1343,True
1344,True
1345,True
1346,True
1347,False
1348,True
1349,True
1350,False
1351,True
1352,True
1353,True
1354,True
1355,False
1356,False
1357,True
1358,True
1359,True
1360,False
1361,False
1362,False
1363,False
1364,True
1365,True
1366,False
1367,True
1368,False
1369,False
1370,True
1371,True
1372,True
1373,True
1374,False
1375,True
1376,False
1377,True
1378,True
1379,True
1380,False
1381,True
1382,True
1383,False
1384,True
1385,True
1386,True
1387,False
1388,True
1389,True
1390,True
1391,True
1392,True
1393,True
1394,True
1395,True
1396,False
1397,True
1398,False
1399,True
1400,True
1401,True
1402,True
1403,True
1404,True
1405,True
1406,True
1407,False
1408,True
1409,True
1410,True
1411,True
1412,True
1413,True
1414,True
1415,True
1416,True
1417,False
1418,True
1419,False
1420,True
1421,True
1422,True
1423,True
1424,True
1425,True
1426,True
1427,False
1428,True
1429,True
1430,True
1431,True
1432,True
1433,True
1434,True
1435,True
1436,False
1437,True
1438,True
1439,False
1440,True
1441,True
1442,True
1443,False
1444,True
1445,True
1446,False
1447,True
1448,False
1449,False
1450,True
1451,True
1452,True
1453,True
1454,True
1455,True
1456,True
1457,True
1458,True
1459,True
1460,False
1461,True
1462,True
1463,True
1464,True
1465,True
1466,True
1467,True
1468,True
1469,True
1470,False
1471,True
1472,True
1473,False
1474,True
1475,False
1476,True
1477,True
1478,True
1479,True
1480,True
1481,False
1482,True
1483,True
1484,False
1485,False
1486,False
1487,True
1488,True
1489,True
1490,False
1491,True
1492,True
1493,True
1494,True
1495,True
1496,True
1497,True
1498,True
1499,True
1500,True
1501,False
1502,True
1503,True
1504,True
1505,True
1506,True
1507,False
1508,True
1509,True
1510,True
1511,True
1512,True
1513,False
1514,True
1515,True
1516,True
1517,True
1518,True
1519,False
1520,False
1521,True
1522,False
1523,True
1524,False
1525,True
1526,True
1527,True
1528,True
1529,True
1530,False
1531,True
1532,True
1533,True
1534,False
1535,False
1536,True
1537,True
1538,True
1539,True
1540,True
1541,True
1542,False
1543,False
1544,True
1545,False
1546,True
1547,True
1548,True
1549,True
1550,True
1551,True
1552,True
1553,True
1554,True
1555,True
1556,True
1557,True
1558,True
1559,True
1560,False
1561,True
1562,True
1563,True
1564,False
1565,False
1566,True
1567,True
1568,True
1569,True
1570,True
1571,False
1572,False
1573,False
1574,True
1575,True
1576,True
1577,True
1578,True
1579,True
1580,True
1581,True
1582,True
1583,True
1584,True
1585,True
1586,False
1587,True
1588,True
1589,True
1590,False
1591,True
1592,False
1593,True
1594,True
1595,False
1596,True
1597,True
1598,True
1599,False
1600,True
1601,True
1602,True
1603,True
1604,True
1605,True
1606,True
1607,False
1608,True
1609,True
1610,True
1611,True
1612,True
1613,False
1614,True
1615,True
1616,True
1617,True
1618,True
1619,True
1620,True
1621,True
1622,True
1623,True
1624,True
1625,True
1626,True
1627,True
1628,True
1629,True
1630,True
1631,True
1632,True
1633,True
1634,True
1635,False
1636,True
1637,True
1638,False
1639,True
1640,False
1641,False
1642,False
1643,False
1644,True
1645,True
1646,True
1647,True
1648,True
1649,True
1650,True
1651,True
1652,True
1653,True
1654,True
1655,True
1656,False
1657,True
1658,False
1659,True
1660,True
1661,True
1662,True
1663,True
1664,True
1665,True
1666,False
1667,False
1668,True
1669,True
1670,True
1671,True
1672,False
1673,True
1674,True
1675,False
1676,True
1677,True
1678,True
1679,True
1680,True
1681,False
1682,True
1683,True
1684,True
1685,True
1686,True
1687,True
1688,False
1689,True
1690,True
1691,True
1692,True
1693,True
1694,True
1695,True
1696,True
1697,True
1698,True
1699,True
1700,True
1701,False
1702,True
1703,True
1704,True
1705,False
1706,True
1707,False
1708,True
1709,True
1710,False
1711,True
1712,True
1713,True
1714,False
1715,True
1716,True
1717,True
1718,True
1719,True
1720,True
1721,True
1722,False
1723,True
1724,True
1725,True
1726,True
1727,True
1728,False
1729,True
1730,True
1731,True
1732,True
1733,True
1734,True
1735,True
1736,True
1737,True
1738,True
1739,True
1740,False
1741,True
1742,True
1743,True
1744,True
1745,True
1746,True
1747,True
1748,True
1749,True
1750,True
1751,True
1752,False
1753,True
1754,True
1755,True
1756,True
1757,True
1758,True
1759,True
1760,True
1761,False
1762,True
1763,True
1764,True
1765,True
1766,True
1767,True
1768,True
1769,True
1770,True
1771,False
1772,True
1773,True
1774,True
1775,True
1776,False
1777,True
1778,True
1779,False
1780,True
1781,True
1782,True
1783,True
1784,True
1785,False
1786,True
1787,True
1788,False
1789,True
1790,True
1791,True
1792,True
1793,True
1794,True
1795,True
1796,True
1797,False
1798,True
1799,True
1800,False
1801,True
1802,True
1803,True
1804,True
1805,True
1806,True
1807,True
1808,True
1809,True
1810,False
1811,True
1812,True
1813,False
1814,True
1815,True
1816,True
1817,False
1818,True
1819,True
1820,False
1821,True
1822,True
1823,True
1824,False
1825,True
1826,True
1827,False
1828,True
1829,True
1830,True
1831,True
1832,True
1833,False
1834,True
1835,True
1836,True
1837,True
1838,True
1839,True
1840,True
1841,True
1842,True
1843,True
1844,True
1845,True
1846,False
1847,False
1848,True
1849,False
1850,True
1851,True
1852,True
1853,True
1854,True
1855,True
1856,True
1857,True
1858,True
1859,False
1860,False
1861,True
1862,True
1863,True
1864,True
1865,True
1866,True
1867,True
1868,True
1869,True
1870,False
1871,True
1872,True
1873,True
1874,True
1875,True
1876,True
1877,True
1878,True
1879,False
1880,True
1881,True
1882,True
1883,False
1884,True
1885,True
1886,True
1887,True
1888,True
1889,True
1890,True
1891,True
1892,True
1893,True
1894,False
1895,True
1896,True
1897,True
1898,True
1899,True
1900,True
1901,False
1902,True
1903,False
1904,True
1905,True
1906,False
1907,False
1908,True
1909,True
1910,True
1911,False
1912,False
1913,False
1914,True
1915,True
1916,True
1917,True
1918,True
1919,True
1920,True
1921,False
1922,True
1923,True
1924,True
1925,True
1926,True
1927,True
1928,True
1929,True
1930,True
1931,False
1932,True
1933,False
1934,True
1935,True
1936,True
1937,True
1938,True
1939,True
1940,True
1941,True
1942,True
1943,True
1944,True
1945,False
1946,True
1947,True
1948,True
1949,False
1950,True
1951,True
1952,True
1953,False
1954,True
1955,True
1956,True
1957,True
1958,True
1959,True
1960,True
1961,True
1962,False
1963,True
1964,True
1965,True
1966,False
1967,True
1968,False
1969,True
1970,True
1971,True
1972,True
1973,True
1974,True
1975,True
1976,True
1977,True
1978,False
1979,True
1980,True
1981,True
1982,True
1983,True
1984,True
1985,True
1986,True
1987,False
1988,True
1989,True
1990,True
1991,True
1992,False
1993,True
1994,True
1995,True
1996,True
1997,True
1998,True
1999,False
2000,False
2001,True
2002,True
2003,True
2004,True
2005,False
2006,True
2007,True
2008,True
2009,True
2010,True
2011,True
2012,True
2013,True
2014,False
2015,False
2016,False
2017,True
2018,True
2019,True
2020,True
2021,True
2022,True
2023,True
2024,False
2025,True
2026,True
2027,False
2028,False
2029,True
2030,True
2031,True
2032,True
2033,True
2034,True
2035,True
2036,True
2037,True
2038,True
2039,True
2040,False
2041,True
2042,True
2043,True
2044,True
2045,True
2046,False
2047,True
2048,False
2049,True
2050,True
2051,True
2052,True
2053,False
2054,True
2055,False
2056,True
2057,False
2058,False
2059,False
2060,True
2061,True
2062,True
2063,True
2064,True
2065,True
2066,True
2067,True
2068,True
2069,True
2070,True
2071,True
2072,False
2073,True
2074,True
2075,True
2076,True
2077,False
2078,True
2079,True
2080,True
2081,False
2082,True
2083,False
2084,True
2085,False
2086,True
2087,True
2088,True
2089,True
2090,True
2091,False
2092,True
2093,True
2094,True
2095,True
2096,True
2097,False
2098,True
2099,False
2100,False
2101,True
2102,False
2103,True
2104,True
2105,True
2106,True
2107,True
2108,True
2109,False
2110,True
2111,True
2112,True
2113,True
2114,True
2115,True
2116,True
2117,True
2118,True
2119,True
2120,False
2121,True
2122,True
2123,True
2124,True
2125,True
2126,True
2127,False
2128,True
2129,True
2130,True
2131,True
2132,False
2133,True
2134,True
2135,True
2136,True
2137,True
2138,True
2139,False
2140,True
2141,True
2142,True
2143,True
2144,True
2145,True
2146,True
2147,True
2148,False
2149,False
2150,False
2151,True
2152,False
2153,True
2154,True
2155,True
2156,False
2157,True
2158,True
2159,True
2160,True
2161,True
2162,True
2163,True
2164,True
2165,True
2166,True
2167,True
2168,True
2169,True
2170,True
2171,True
2172,True
2173,True
2174,True
2175,True
2176,True
2177,True
2178,True
2179,True
2180,True
2181,False
2182,False
2183,False
2184,False
2185,True
2186,False
2187,True
2188,True
2189,True
2190,True
2191,True
2192,False
2193,True
2194,True
2195,True
2196,True
2197,False
2198,False
2199,True
2200,True
2201,True
2202,False
2203,False
2204,True
2205,True
2206,False
2207,True
2208,True
2209,True
2210,False
2211,True
2212,True
2213,True
2214,True
2215,True
2216,True
2217,False
2218,True
2219,True
2220,True
2221,True
2222,True
2223,True
2224,False
2225,True
2226,True
2227,True
2228,True
2229,True
2230,True
2231,True
2232,True
2233,True
2234,True
2235,True
2236,True
2237,True
2238,True
2239,True
2240,True
2241,True
2242,False
2243,True
2244,False
2245,True
2246,True
2247,True
2248,True
2249,True
2250,True
2251,True
2252,True
2253,True
2254,False
2255,True
2256,True
2257,True
2258,True
2259,False
2260,False
2261,True
2262,True
2263,True
2264,True
2265,True
2266,True
2267,True
2268,True
2269,True
2270,True
2271,False
2272,False
2273,True
2274,True
2275,True
2276,True
2277,True
2278,False
2279,True
2280,True
2281,False
2282,True
2283,True
2284,True
2285,False
2286,False
2287,True
2288,False
2289,False
2290,True
2291,True
2292,True
2293,True
2294,False
2295,True
2296,True
2297,True
2298,False
2299,False
2300,True
2301,True
2302,False
2303,True
2304,True
2305,True
2306,True
2307,True
2308,False
2309,True
2310,True
2311,True
2312,True
2313,True
2314,True
2315,True
2316,True
2317,False
2318,False
2319,False
2320,True
2321,True
2322,True
2323,False
2324,False
2325,True
2326,True
2327,False
2328,True
2329,True
2330,True
2331,False
2332,True
2333,True
2334,True
2335,True
2336,True
2337,True
2338,True
2339,True
2340,True
2341,True
2342,True
2343,True
2344,True
2345,True
2346,False
2347,False
2348,True
2349,True
2350,True
2351,True
2352,True
2353,False
2354,True
2355,True
2356,False
2357,False
2358,True
2359,True
2360,True
2361,True
2362,False
2363,True
2364,True
2365,True
2366,False
2367,True
2368,True
2369,True
2370,False
2371,True
2372,True
2373,True
2374,False
2375,True
2376,True
2377,True
2378,True
2379,True
2380,True
2381,True
2382,True
2383,True
2384,True
2385,False
2386,False
2387,True
2388,True
2389,True
2390,False
2391,True
2392,True
2393,False
2394,True
2395,False
2396,True
2397,True
2398,False
2399,True
2400,True
2401,True
2402,True
2403,True
2404,True
2405,True
2406,False
2407,True
2408,True
2409,True
2410,True
2411,False
2412,True
2413,False
2414,True
2415,True
2416,True
2417,False
2418,False
2419,True
2420,False
2421,True
2422,True
2423,True
2424,True
2425,True
2426,True
2427,True
2428,False
2429,False
2430,True
2431,True
2432,False
2433,True
2434,True
2435,True
2436,True
2437,True
2438,False
2439,True
2440,True
2441,True
2442,True
2443,True
2444,True
2445,True
2446,True
2447,False
2448,False
2449,False
2450,True
2451,True
2452,True
2453,True
2454,True
2455,True
2456,True
2457,True
2458,True
2459,True
2460,True
2461,False
2462,False
2463,False
2464,False
2465,True
2466,False
2467,True
2468,True
2469,True
2470,False
2471,True
2472,True
2473,True
2474,True
2475,True
2476,True
2477,True
2478,True
2479,True
2480,True
2481,True
2482,False
2483,True
2484,False
2485,True
2486,True
2487,True
2488,True
2489,False
2490,True
2491,True
2492,True
2493,False
2494,False
2495,True
2496,True
2497,True
2498,False
2499,True
2500,True
2501,True
2502,True
2503,True
2504,True
2505,False
2506,True
2507,True
2508,True
2509,True
2510,True
2511,True
2512,True
2513,False
2514,True
2515,True
2516,True
2517,False
2518,True
2519,True
2520,True
2521,True
2522,True
2523,True
2524,True
2525,True
2526,True
2527,True
2528,True
2529,True
2530,True
2531,False
2532,True
2533,True
2534,True
2535,True
2536,True
2537,True
2538,True
2539,True
2540,True
2541,False
2542,True
2543,True
2544,True
2545,False
2546,True
2547,False
2548,False
2549,True
2550,True
2551,True
2552,True
2553,True
2554,False
2555,True
2556,True
2557,True
2558,True
2559,True
2560,True
2561,True
2562,False
2563,True
2564,True
2565,True
2566,True
2567,True
2568,True
2569,False
2570,True
2571,True
2572,True
2573,False
2574,True
2575,True
2576,True
2577,True
2578,True
2579,False
2580,True
2581,True
2582,True
2583,True
2584,False
2585,False
2586,True
2587,False
2588,True
2589,True
2590,True
2591,True
2592,True
2593,True
2594,False
2595,False
2596,True
2597,True
2598,False
2599,False
2600,True
2601,True
2602,True
2603,True
2604,True
2605,True
2606,True
2607,False
2608,False
2609,True
2610,True
2611,True
2612,True
2613,True
2614,True
2615,False
2616,False
2617,True
2618,True
2619,True
2620,False
2621,False
2622,False
2623,False
2624,True
2625,True
2626,True
2627,True
2628,True
2629,True
2630,True
2631,True
2632,True
2633,True
2634,True
2635,True
2636,True
2637,True
2638,True
2639,True
2640,False
2641,True
2642,True
2643,True
2644,True
2645,False
2646,True
2647,True
2648,False
2649,True
2650,True
2651,True
2652,False
2653,True
2654,False
2655,True
2656,False
2657,True
2658,True
2659,False
2660,True
2661,True
2662,True
2663,True
2664,True
2665,False
2666,False
2667,False
2668,False
2669,True
2670,True
2671,True
2672,False
2673,True
2674,True
2675,False
2676,True
2677,True
2678,True
2679,False
2680,False
2681,True
2682,True
2683,True
2684,True
2685,True
2686,True
2687,False
2688,True
2689,True
2690,True
2691,True
2692,False
2693,False
2694,True
2695,True
2696,True
2697,True
2698,True
2699,True
2700,True
2701,True
2702,True
2703,False
2704,True
2705,True
2706,True
2707,True
2708,False
2709,True
2710,True
2711,True
2712,True
2713,True
2714,True
2715,True
2716,True
2717,True
2718,True
2719,True
2720,True
2721,True
2722,True
2723,True
2724,False
2725,True
2726,True
2727,True
2728,True
2729,False
2730,True
2731,True
2732,True
2733,True
2734,True
2735,True
2736,True
2737,True
2738,False
2739,True
2740,False
2741,True
2742,True
2743,False
2744,False
2745,True
2746,False
2747,True
2748,True
2749,True
2750,True
2751,True
2752,True
2753,True
2754,False
2755,True
2756,True
2757,True
2758,True
2759,True
2760,True
2761,False
2762,True
2763,False
2764,True
2765,True
2766,True
2767,True
2768,False
2769,False
2770,True
2771,False
2772,False
2773,True
2774,False
2775,True
2776,True
2777,True
2778,True
2779,True
2780,True
2781,True
2782,True
2783,True
2784,True
2785,True
2786,True
2787,True
2788,True
2789,False
2790,True
2791,True
2792,False
2793,True
2794,True
2795,True
2796,True
2797,True
2798,True
2799,False
2800,True
2801,True
2802,False
2803,True
2804,False
2805,False
2806,True
2807,True
2808,False
2809,True
2810,False
2811,False
2812,True
2813,True
2814,True
2815,True
2816,True
2817,True
2818,False
2819,False
2820,True
2821,False
2822,True
2823,False
2824,True
2825,False
2826,False
2827,True
2828,True
2829,False
2830,False
2831,True
2832,True
2833,True
2834,True
2835,True
2836,True
2837,True
2838,True
2839,True
2840,True
2841,False
2842,True
2843,True
2844,True
2845,True
2846,True
2847,True
2848,True
2849,True
2850,True
2851,True
2852,True
2853,True
2854,True
2855,True
2856,True
2857,True
2858,True
2859,True
2860,False
2861,True
2862,True
2863,True
2864,False
2865,False
2866,False
2867,True
2868,True
2869,True
2870,False
2871,True
2872,True
2873,True
2874,True
2875,False
2876,True
2877,True
2878,True
2879,False
2880,True
2881,False
2882,False
2883,True
2884,True
2885,True
2886,True
2887,True
2888,True
2889,False
2890,True
2891,True
2892,False
2893,True
2894,True
2895,True
2896,True
2897,True
2898,True
2899,True
2900,True
2901,True
2902,True
2903,True
2904,True
2905,False
2906,True
2907,True
2908,False
2909,True
2910,True
2911,True
2912,True
2913,True
2914,True
2915,True
2916,True
2917,True
2918,True
2919,True
2920,True
2921,True
2922,True
2923,True
2924,True
2925,False
2926,True
2927,False
2928,True
2929,True
2930,False
2931,True
2932,True
2933,True
2934,True
2935,True
2936,False
2937,True
2938,True
2939,False
2940,True
2941,True
2942,True
2943,True
2944,True
2945,True
2946,True
2947,False
2948,True
2949,False
2950,True
2951,False
2952,True
2953,True
2954,False
2955,True
2956,True
2957,True
2958,False
2959,True
2960,True
2961,True
2962,True
2963,False
2964,True
2965,True
2966,True
2967,True
2968,True
2969,True
2970,True
2971,False
2972,True
2973,True
2974,True
2975,False
2976,True
2977,True
2978,True
2979,False
2980,False
2981,True
2982,True
2983,True
2984,False
2985,True
2986,True
2987,False
2988,True
2989,False
2990,True
2991,True
2992,True
2993,True
2994,False
2995,True
2996,True
2997,True
